Detailed Results ,,,,,,,,,,,
Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
186,Sreerampur,BHASKAR BHATTACHARYA,M,58,GEN,BJP,24032,27,24059,230977,171296
186,Sreerampur,None of the Above,NOTA,2953,12,2965,230977,171296
186,Sreerampur,SAMIR MITRA,M,53,SC,BSP,1584,0,1584,230977,171296
186,Sreerampur,TAPAN CHOWDHURY (TABLI),M,58,GEN,SUCI,1522,1,1523,230977,171296
186,Sreerampur,MANGAL SARKAR,M,36,GEN,IND,1082,0,1082,230977,171296
187,Champdani,ABDUL MANNAN,M,64,GEN,INC,80815,515,81330,239803,184262
187,Champdani,MUZAFFAR KHAN,M,62,GEN,AITC,73859,189,74048,239803,184262
187,Champdani,RAJ KUMARI SHAW,F,44,GEN,BJP,23372,11,23383,239803,184262
187,Champdani,None of the Above,NOTA,3597,5,3602,239803,184262
187,Champdani,SIMA CHOWDHURI,F,58,GEN,SUCI,1897,2,1899,239803,184262
188,Singur,RABINDRANATH BHATTACHARYA    E,M,83,GEN,AITC,95902,310,96212,231103,195444
188,Singur,RABIN DEB,M,67,GEN,CPM,75454,431,75885,231103,195444
188,Singur,PATRA SOUREN,M,44,GEN,BJP,14258,6,14264,231103,195444
188,Singur,None of the Above,NOTA,3088,10,3098,231103,195444
188,Singur,DWIJAPROSAD BHATTACHARYA,M,81,GEN,IND,2605,1,2606,231103,195444
188,Singur,UMA DAS(PAUL),F,35,GEN,FDLP,1712,0,1712,231103,195444
188,Singur,SHANKAR JANA,M,69,GEN,SUCI,1666,1,1667,231103,195444
189,Chandannagore,INDRANIL SEN E,M,52,GEN,AITC,75477,250,75727,214035,168905
189,Chandannagore,GAUTAM SARKAR SON OF KARTICK CHANDRA SARKAR,M,54,GEN,CPM,72825,788,73613,214035,168905
189,Chandannagore,TANDRA BHATTACHARJEE,F,55,GEN,BJP,13200,33,13233,214035,168905
189,Chandannagore,None of the Above,NOTA,3841,12,3853,214035,168905
189,Chandannagore,GAUTAM SARKAR S/O GAURANGA SARKAR,M,36,SC,IND,1477,0,1477,214035,168905
189,Chandannagore,MILAN RAKSHIT,M,63,GEN,SUCI,1001,1,1002,214035,168905
190,Chunchura,ASIT MAZUMDER (TAPAN),M,59,GEN,AITC,117843,658,118501,294743,241538
190,Chunchura,DR. PRANAB KUMAR GHOSH,M,55,GEN,AIFB,87760,1057,88817,294743,241538
190,Chunchura,CHAMPA CHAKRABORTY,F,53,GEN,BJP,25052,68,25120,294743,241538
190,Chunchura,None of the Above,NOTA,5582,21,5603,294743,241538
190,Chunchura,PABAN MAZUMDER,M,39,SC,SUCI,2203,5,2208,294743,241538
190,Chunchura,DEB KANTA SIKDAR,M,32,GEN,IND,1287,2,1289,294743,241538
191,Balagarh,ASHIM KUMAR MAJHI,M,53,SC,AITC,96276,196,96472,237968,203683
191,Balagarh,PANCHU GOPAL MONDAL,M,62,SC,CPM,78193,442,78635,237968,203683
191,Balagarh,SUBASH CHANDRA HALDER,M,52,SC,BJP,20732,25,20757,237968,203683
191,Balagarh,None of the Above,NOTA,3869,6,3875,237968,203683
191,Balagarh,SUBRATA MONDAL,M,28,SC,PDS,2226,0,2226,237968,203683
191,Balagarh,GAUTAM MONDAL,M,43,SC,CPI(ML)(L),1718,0,1718,237968,203683
192,Pandua,AMJAD HOSSAIN SK.,M,37,GEN,CPM,91109,380,91489,245026,209433
192,Pandua,SAIYAD RAHIM NABI,M,30,GEN,AITC,89840,257,90097,245026,209433
192,Pandua,ASHOK BHATTACHARYA,M,53,GEN,BJP,17059,22,17081,245026,209433
192,Pandua,None of the Above,NOTA,2727,4,2731,245026,209433
192,Pandua,SK AMJAD HOSSAIN,M,31,GEN,IND,2477,0,2477,245026,209433
192,Pandua,ABDUL GONI SARKAR,M,56,GEN,PDS,1946,1,1947,245026,209433
192,Pandua,LAKSHMINARAYAN BAULDAS,M,47,SC,BSP,1852,0,1852,245026,209433
192,Pandua,NIRANJAN BAG,M,48,SC,CPI(ML)(L),1757,2,1759,245026,209433
193,Saptagram,TAPAN DASGUPTA,M,60,GEN,AITC,87939,269,88208,214875,180292
193,Saptagram,DILIP NATH,M,59,GEN,INC,69287,354,69641,214875,180292
193,Saptagram,SUSANTA SENGUPTA,M,56,GEN,BJP,16473,21,16494,214875,180292
193,Saptagram,None of the Above,NOTA,2894,10,2904,214875,180292
193,Saptagram,SAJAL ADHIKARI,M,52,GEN,CPI(ML)(L),1535,1,1536,214875,180292
193,Saptagram,KASHINATH MURMU,M,55,ST,JMM,1509,0,1509,214875,180292
194,Chanditala,SWATI  KHANDOKER,F,48,GEN,AITC,91741,133,91874,240383,190300
194,Chanditala,AZIM ALI MD. SK.,M,47,GEN,CPM,77419,279,77698,240383,190300
194,Chanditala,SUDIPTA CHATTOPADHYAY,M,40,GEN,BJP,12834,9,12843,240383,190300
194,Chanditala,None of the Above,NOTA,3299,6,3305,240383,190300
194,Chanditala,RAGHUWANSH DWIWEDY,M,50,GEN,SHS,1969,1,1970,240383,190300
194,Chanditala,MOIDUL ISLAM LASKAR,M,34,GEN,IUC,1426,0,1426,240383,190300
194,Chanditala,DINABANDHU DUTTA,M,53,GEN,SUCI,1184,0,1184,240383,190300
195,Jangipara,SNEHASIS CHAKRABORTY,M,46,GEN,AITC,99050,274,99324,234350,195515
195,Jangipara,POBITRA SINGHA ROY,M,57,GEN,CPM,75260,459,75719,234350,195515
195,Jangipara,PROSENJIT BAG,M,40,SC,BJP,13695,21,13716,234350,195515
195,Jangipara,None of the Above,NOTA,2818,8,2826,234350,195515
195,Jangipara,KHANDAKAR KAMRUJJAMAN,M,35,GEN,IUC,2516,0,2516,234350,195515
195,Jangipara,KAUSHIK KISORE ROY,M,39,GEN,IND,1414,0,1414,234350,195515
196,Haripal,BECHARAM MANNA E,M,51,GEN,AITC,110554,345,110899,246588,208398
196,Haripal,JOGIYANANDA MISHRA,M,43,GEN,CPM,78959,465,79424,246588,208398
196,Haripal,RAMKRISHNA PAL,M,64,GEN,BJP,11112,12,11124,246588,208398
196,Haripal,None of the Above,NOTA,3518,8,3526,246588,208398
196,Haripal,SK. RAFIUDDARAJAT (BADSHA),M,46,GEN,SUCI,1813,1,1814,246588,208398
196,Haripal,SUKUMAR MANDI,M,36,ST,JDP,828,1,829,246588,208398
196,Haripal,L.K. SINGH,M,48,ST,IUC,782,0,782,246588,208398
197,Dhanekhali,ASIMA PATRA,F,50,SC,AITC,124851,447,125298,249887,217750
197,Dhanekhali,PRADIP MAJUMDAR,M,42,SC,AIFB,66284,370,66654,249887,217750
197,Dhanekhali,SASTHI DULEY,M,37,SC,BJP,16313,25,16338,249887,217750
197,Dhanekhali,None of the Above,NOTA,3694,15,3709,249887,217750
197,Dhanekhali,ASHIS HALDER,M,28,SC,IND,2557,1,2558,249887,217750
197,Dhanekhali,SAJAL KUMAR DE,M,35,SC,CPI(ML)(L),1754,0,1754,249887,217750
197,Dhanekhali,PALLAB BAG,M,33,SC,JDP,1439,0,1439,249887,217750
198,Tarakeswar,RACHHPAL SINGH  E,M,73,GEN,AITC,97239,349,97588,221972,192276
198,Tarakeswar,SURAJIT GHOSH,M,40,GEN,NCP,69370,528,69898,221972,192276
198,Tarakeswar,JAGANNATH DAS,M,47,GEN,BJP,17964,25,17989,221972,192276
198,Tarakeswar,None of the Above,NOTA,3971,12,3983,221972,192276
198,Tarakeswar,PALASH HANSDA,M,38,ST,JDP,2816,2,2818,221972,192276
199,Pursurah,DR. M. NURUZZAMAN,M,55,GEN,AITC,104988,287,105275,238626,206014
199,Pursurah,PRATIM SINGHA ROY,M,62,GEN,INC,75606,542,76148,238626,206014
199,Pursurah,SUBHENDU MUKHERJEE,M,55,GEN,BJP,18259,37,18296,238626,206014
199,Pursurah,None of the Above,NOTA,3643,3,3646,238626,206014
199,Pursurah,JHANTU SAHA,M,41,GEN,IND,2649,0,2649,238626,206014
200,Arambagh,KRISHNA CHANDRA SANTRA,M,63,SC,AITC,107088,491,107579,232765,199710
200,Arambagh,ASIT MALIK,M,51,SC,CPM,70385,737,71122,232765,199710
200,Arambagh,MURARI BERA,M,50,SC,BJP,17192,69,17261,232765,199710
200,Arambagh,None of the Above,NOTA,3728,20,3748,232765,199710
201,Goghat,MANAS MAJUMDAR,M,36,SC,AITC,102547,411,102958,224139,198462
201,Goghat,BISWANATH KARAK,M,54,SC,AIFB,71535,537,72072,224139,198462
201,Goghat,BASAN RAY,M,43,SC,BJP,18944,65,19009,224139,198462
201,Goghat,None of the Above,NOTA,4401,22,4423,224139,198462
202,Khanakul,IQBAL AHMED,M,60,GEN,AITC,106630,248,106878,250715,197780
202,Khanakul,ISLAM ALI KHAN,M,67,GEN,CPM,62909,482,63391,250715,197780
202,Khanakul,BIKASH CHANDRA DOLUI,M,52,GEN,BJP,17648,38,17686,250715,197780
202,Khanakul,None of the Above,NOTA,3632,6,3638,250715,197780
202,Khanakul,CHANDAN MONDAL,M,37,GEN,IND,2451,0,2451,250715,197780
202,Khanakul,SANJIB KARMAKAR,M,57,GEN,IND,2305,0,2305,250715,197780
202,Khanakul,SUBHASIS DUTTA,M,27,GEN,IND,1431,0,1431,250715,197780
203,Tamluk,ASHOK DINDA,M,67,GEN,CPI,94802,630,95432,242987,213410
203,Tamluk,NIRBED RAY,M,61,GEN,AITC,94501,411,94912,242987,213410
203,Tamluk,BISWAJIT DUTTA (MANA),M,50,GEN,BJP,14118,26,14144,242987,213410
203,Tamluk,SATISH SAU,M,44,GEN,SUCI,4225,19,4244,242987,213410
203,Tamluk,None of the Above,NOTA,2391,3,2394,242987,213410
203,Tamluk,GAUTAM DUTTA,M,52,GEN,IND,874,0,874,242987,213410
203,Tamluk,RANJAN MALAKAR,M,68,GEN,BHNP,756,2,758,242987,213410
203,Tamluk,TAPAS CHAKRABORTY,M,34,GEN,RAJSP,329,0,329,242987,213410
203,Tamluk,REJMAN MULLICK,M,32,GEN,IUC,322,1,323,242987,213410
204,Panskura Purba,SK IBRAHIM ALI,M,28,GEN,CPM,84985,349,85334,215781,182559
204,Panskura Purba,BIPLAB ROY CHOWDHURY,M,70,GEN,AITC,80306,261,80567,215781,182559
204,Panskura Purba,APARNA LASKAR,F,54,GEN,BJP,10032,9,10041,215781,182559
204,Panskura Purba,NARAYAN NAYAK,M,53,GEN,SUCI,2564,8,2572,215781,182559
204,Panskura Purba,AMIYA KUMAR SAHOO,M,58,GEN,BHNP,2177,4,2181,215781,182559
204,Panskura Purba,None of the Above,NOTA,1856,8,1864,215781,182559
205,Panskura paschim,PHIROJA BIBI,F,65,GEN,AITC,92193,234,92427,246695,209166
205,Panskura paschim,CHITTARANJAN DASTHAKUR,M,66,GEN,CPI,88766,516,89282,246695,209166
205,Panskura paschim,NARAYAN KINKAR MISHRA,M,64,GEN,BJP,19387,16,19403,246695,209166
205,Panskura paschim,None of the Above,NOTA,2118,7,2125,246695,209166
205,Panskura paschim,TARUN SAMANTA,M,63,GEN,BHNP,1519,5,1524,246695,209166
205,Panskura paschim,NISITH KUMAR MAITI,M,60,GEN,IND,1104,0,1104,246695,209166
205,Panskura paschim,SK. ABDUL MASUD,M,57,GEN,SUCI,1003,4,1007,246695,209166
205,Panskura paschim,SAPHIRUDDIN KHAN,M,60,GEN,IND,942,0,942,246695,209166
205,Panskura paschim,SK MAFIJUL RAHAMAN,M,43,GEN,PDS,717,0,717,246695,209166
205,Panskura paschim,SULALIT MALLICK,M,40,GEN,AMB,634,1,635,246695,209166
206,Moyna,SANGRAM KUMAR DOLAI,M,37,SC,AITC,100324,656,100980,230099,200955
206,Moyna,MANIK BHOWMIK,M,56,GEN,INC,88248,608,88856,230099,200955
206,Moyna,DAS SUKESH RANJAN,M,58,GEN,BJP,6494,12,6506,230099,200955
206,Moyna,NIMAI GURIA,M,38,GEN,BHNP,1904,3,1907,230099,200955
206,Moyna,MADAN SAMANTA,M,54,GEN,SUCI,1518,6,1524,230099,200955
206,Moyna,None of the Above,NOTA,1176,6,1182,230099,200955
207,Nandakumar,SUKUMAR DE,M,54,GEN,AITC,98195,354,98549,228605,204856
207,Nandakumar,SIRAJ KHAN,M,44,GEN,IND,87315,368,87683,228605,204856
207,Nandakumar,ADHIKARY NILANJAN,M,36,GEN,BJP,10652,16,10668,228605,204856
207,Nandakumar,None of the Above,NOTA,2096,3,2099,228605,204856
207,Nandakumar,MARPHAT ALI KHAN,M,52,GEN,IND,1872,0,1872,228605,204856
207,Nandakumar,PRAKSH CHANDRA BERA,M,60,GEN,SP,1696,2,1698,228605,204856
207,Nandakumar,MIRJA RABIUL ISLAM,M,32,GEN,WPOI,797,1,798,228605,204856
207,Nandakumar,MD. SAHALAM MOLLA,M,34,GEN,LJP,792,1,793,228605,204856
207,Nandakumar,SAUMITRA PATTANAYAK,M,33,GEN,SUCI,694,2,696,228605,204856
208,Mahisadal,DR.SUDARSAN GHOSH DASTIDAR,M,63,GEN,AITC,94485,342,94827,221346,197146
208,Mahisadal,DR. SUBRATA  MAITI,M,62,GEN,IND,77786,332,78118,221346,197146
208,Mahisadal,PRASENJIT SAMANTA,M,61,GEN,BJP,14127,23,14150,221346,197146
208,Mahisadal,TAPAN KUMAR BANERJEE,M,55,GEN,BHNP,2830,2,2832,221346,197146
208,Mahisadal,None of the Above,NOTA,2023,2,2025,221346,197146
208,Mahisadal,SUBRATA MAITY,M,33,GEN,IND,1918,0,1918,221346,197146
208,Mahisadal,SUKUMAR  CHAULYA,M,45,GEN,PDS,1362,0,1362,221346,197146
208,Mahisadal,TAPAN MAITY,M,50,GEN,SUCI,1045,3,1048,221346,197146
208,Mahisadal,MASLEMA BEGAM,F,46,GEN,LJP,866,0,866,221346,197146
209,Haldia,TAPASI MONDAL,F,44,SC,CPM,100764,566,101330,223370,201981
209,Haldia,MADHURIMA MANDAL,F,43,SC,AITC,79427,410,79837,223370,201981
209,Haldia,PRADIP KUMAR BIJALI,M,46,SC,BJP,13427,44,13471,223370,201981
209,Haldia,ABHIMANYU MONDAL,M,61,SC,BHNP,2994,2,2996,223370,201981
209,Haldia,None of the Above,NOTA,2369,14,2383,223370,201981
209,Haldia,UTPAL DALUI,M,36,SC,PDS,1005,0,1005,223370,201981
209,Haldia,NARAYAN PRAMANIK,M,45,SC,SUCI,952,7,959,223370,201981
210,Nandigram,ADHIKARI SUVENDU,M,46,GEN,AITC,134118,505,134623,231866,201552
210,Nandigram,ABDUL KABIR SEKH,M,69,GEN,CPI,53214,179,53393,231866,201552
210,Nandigram,BIJAN KUMAR DAS,M,45,GEN,BJP,10696,17,10713,231866,201552
210,Nandigram,None of the Above,NOTA,1276,2,1278,231866,201552
210,Nandigram,BAPPADITYA NAYAK,M,39,SC,SUCI,828,0,828,231866,201552
210,Nandigram,RAM MOHAN MAITY,M,61,GEN,BHNP,716,1,717,231866,201552
211,Chandipur,AMIYAKANTI BHATTACHARJEE,M,62,GEN,AITC,95657,325,95982,223472,197801
211,Chandipur,MANGAL CHAND PRADHAN,M,65,GEN,CPM,85920,408,86328,223472,197801
211,Chandipur,PIJUSH DAS,M,48,GEN,BJP,10145,15,10160,223472,197801
211,Chandipur,None of the Above,NOTA,1410,4,1414,223472,197801
211,Chandipur,BISWANATH GHORAI,M,47,SC,BSP,1273,1,1274,223472,197801
211,Chandipur,SUKUMAR PANDIT,M,66,GEN,BHNP,1224,0,1224,223472,197801
211,Chandipur,SK. MAHAMMAD IDRISH ALI,M,49,GEN,IND,718,0,718,223472,197801
211,Chandipur,SWAPAN KUMAR BHOWMIK,M,52,GEN,SUCI,700,1,701,223472,197801
212,Patashpur,JYOTIRMOY KAR,M,70,GEN,AITC,103146,421,103567,214234,190000
212,Patashpur,MAKHANLAL NAYAK,M,68,GEN,CPI,73318,361,73679,214234,190000
212,Patashpur,SWAPAN KUMAR DUTTA,M,45,GEN,BJP,10172,21,10193,214234,190000
212,Patashpur,None of the Above,NOTA,1107,5,1112,214234,190000
212,Patashpur,SURJYENDU BIKASH PATRA,M,32,GEN,SUCI,760,5,765,214234,190000
212,Patashpur,SUBRATA GURIA,M,39,GEN,IND,684,0,684,214234,190000
213,Kanthi Uttar,BANASRI MAITY,F,55,GEN,AITC,103497,286,103783,235573,207184
213,Kanthi Uttar,CHAKRADHAR MAIKAP,M,62,GEN,CPM,84895,312,85207,235573,207184
213,Kanthi Uttar,ASIM DAS,M,45,GEN,BJP,11923,22,11945,235573,207184
213,Kanthi Uttar,GOPAL CHANDRA MANNA,M,46,GEN,BHNP,1842,0,1842,235573,207184
213,Kanthi Uttar,None of the Above,NOTA,1749,6,1755,235573,207184
213,Kanthi Uttar,GHORAI RAMPRASAD,M,51,GEN,BSP,1488,0,1488,235573,207184
213,Kanthi Uttar,SANDIP KUMAR DAS,M,45,GEN,SUCI,1160,4,1164,235573,207184
214,Bhagabanpur,ARDHENDU MAITY,M,63,GEN,AITC,110724,477,111201,232640,205227
214,Bhagabanpur,HEMANGSHU SHEKHAR MAHAPATRA,M,55,GEN,INC,78862,396,79258,232640,205227
214,Bhagabanpur,PRASANTA PANDA,M,49,GEN,BJP,7789,13,7802,232640,205227
214,Bhagabanpur,PRIYABRATA DUTTA,M,50,GEN,IND,1633,1,1634,232640,205227
214,Bhagabanpur,ANSAR ALI SK,M,58,GEN,BSP,1621,0,1621,232640,205227
214,Bhagabanpur,ASHOKTARU PRADHAN,M,57,GEN,SUCI,1252,7,1259,232640,205227
214,Bhagabanpur,None of the Above,NOTA,1138,11,1149,232640,205227
214,Bhagabanpur,GOUTAM PRADHAN,M,44,GEN,BHNP,763,0,763,232640,205227
214,Bhagabanpur,THAKURDAS MANDAL,M,72,GEN,ABHM,540,0,540,232640,205227
215,Khejuri,RANAJIT MONDAL,M,49,SC,AITC,103290,409,103699,213629,190966
215,Khejuri,ASIM KUMAR MANDAL,M,50,SC,IND,61004,210,61214,213629,190966
215,Khejuri,PATRA SWADESH RANJAN,M,59,SC,BJP,17052,12,17064,213629,190966
215,Khejuri,RAGHUNATH DAS,M,48,SC,SP,3469,4,3473,213629,190966
215,Khejuri,TAPAS MAITI,M,46,SC,SUCI,2887,4,2891,213629,190966
215,Khejuri,None of the Above,NOTA,2623,2,2625,213629,190966
216,Kanthi Dakshin,ADHIKARI DIBYENDU,M,38,GEN,AITC,92821,538,93359,204691,173803
216,Kanthi Dakshin,UTTAM PRADHAN,M,44,GEN,CPI,59054,415,59469,204691,173803
216,Kanthi Dakshin,KAMALES  MISHRA,M,68,GEN,BJP,15189,34,15223,204691,173803
216,Kanthi Dakshin,None of the Above,NOTA,2300,11,2311,204691,173803
216,Kanthi Dakshin,SRIDHAR DASH,M,61,GEN,WPOI,1038,0,1038,204691,173803
216,Kanthi Dakshin,MANAS PRADHAN,M,42,GEN,SUCI,1005,5,1010,204691,173803
216,Kanthi Dakshin,JAHANGIR MAHAMMAD  SK.,M,41,GEN,BHNP,754,0,754,204691,173803
216,Kanthi Dakshin,DR. ARUN KUMAR GIRI,M,73,GEN,ABHM,639,0,639,204691,173803
217,Ramnagar,AKHIL GIRI,M,57,GEN,AITC,106752,329,107081,240244,202093
217,Ramnagar,TAPAS SINHA,M,49,GEN,CPM,78429,399,78828,240244,202093
217,Ramnagar,TAPAN KAR,M,55,GEN,BJP,12177,9,12186,240244,202093
217,Ramnagar,None of the Above,NOTA,1691,3,1694,240244,202093
217,Ramnagar,PRODORSHI GHOSH,M,46,GEN,LJP,902,0,902,240244,202093
217,Ramnagar,PRABIR KUMAR MISRA,M,66,GEN,BHNP,774,0,774,240244,202093
217,Ramnagar,DHANANJOY DALAI,M,42,GEN,IND,628,0,628,240244,202093
218,Egra,DAS SAMARES,M,72,GEN,AITC,112868,466,113334,260254,220890
218,Egra,SHAIKH MAHMUD HOSSAIN,M,57,GEN,DSP(P),86891,487,87378,260254,220890
218,Egra,MINATI SUR,F,50,GEN,BJP,12978,24,13002,260254,220890
218,Egra,None of the Above,NOTA,2998,9,3007,260254,220890
218,Egra,JAGADIS SAU,M,55,GEN,SUCI,2336,4,2340,260254,220890
218,Egra,GOURISHANKAR RAYMAHAPATRA,M,37,GEN,SP,1829,0,1829,260254,220890
219,Dantan,BIKRAM CHANDRA PRADHAN,M,62,GEN,AITC,95496,145,95641,211636,178917
219,Dantan,SISIR KUMAR PATRA,M,41,GEN,CPI,66230,151,66381,211636,178917
219,Dantan,SHAKTIPADA NAYAK,M,56,GEN,BJP,13350,7,13357,211636,178917
219,Dantan,BALARAM DAS,M,59,GEN,SUCI,1794,3,1797,211636,178917
219,Dantan,None of the Above,NOTA,1741,0,1741,211636,178917
220,Nayagram,DULAL MURMU,M,40,ST,AITC,98035,360,98395,205946,175011
220,Nayagram,BAKUL MURMU,M,47,ST,BJP,55028,112,55140,205946,175011
220,Nayagram,MANOJ KUMAR TUDU,M,41,ST,INC,14039,55,14094,205946,175011
220,Nayagram,None of the Above,NOTA,3451,5,3456,205946,175011
220,Nayagram,NARAN HEMBRAM,M,29,ST,SUCI,1449,2,1451,205946,175011
220,Nayagram,RAMESH CHANDRA SING,M,61,ST,IND,1302,0,1302,205946,175011
220,Nayagram,RUPAI HEMBRAM,M,52,ST,IND,1173,0,1173,205946,175011
221,Gopiballavpur,CHURAMANI MAHATA,M,58,GEN,AITC,100014,309,100323,206002,180736
221,Gopiballavpur,PULIN BIHARI BASKE,M,47,ST,CPM,50637,128,50765,206002,180736
221,Gopiballavpur,SUSIL KUMAR GHOSH,M,51,GEN,BJP,21307,31,21338,206002,180736
221,Gopiballavpur,None of the Above,NOTA,3621,1,3622,206002,180736
221,Gopiballavpur,SUBODH KUMAR MANDI,M,45,ST,IND,1914,0,1914,206002,180736
221,Gopiballavpur,RAJESH MAHATA,M,42,GEN,AJSUP,1471,1,1472,206002,180736
221,Gopiballavpur,DHARMAPAL BISUI,M,42,GEN,SUCI,1302,0,1302,206002,180736
222,Jhargram,SUKUMAR HANSDA,M,62,ST,AITC,98883,350,99233,214133,180537
222,Jhargram,CHUNIBALA HANSDA,F,54,ST,JKP(N),43714,291,44005,214133,180537
222,Jhargram,AJOY KUMAR SEN,M,51,GEN,BJP,18795,48,18843,214133,180537
222,Jhargram,SUBRATA BHATTACHARYA,M,61,GEN,INC,6984,33,7017,214133,180537
222,Jhargram,None of the Above,NOTA,4563,15,4578,214133,180537
222,Jhargram,MAHADEB PRATIHAR,M,44,GEN,SUCI,2339,4,2343,214133,180537
222,Jhargram,BABLU MURMU,M,39,ST,IND,1754,0,1754,214133,180537
222,Jhargram,GUNADHAR MAHATO,M,60,GEN,AJSUP,1598,1,1599,214133,180537
222,Jhargram,ASHOKE MAHATA,M,26,GEN,NDPOI,1165,0,1165,214133,180537
223,Keshiary,PARESH MURMU,M,50,ST,AITC,104757,133,104890,217375,194260
223,Keshiary,BIRAM MANDI,M,56,ST,CPM,63988,153,64141,217375,194260
223,Keshiary,BINOD BIHARI MURMU,M,42,ST,BJP,18049,7,18056,217375,194260
223,Keshiary,None of the Above,NOTA,3039,2,3041,217375,194260
223,Keshiary,SHYAMSUNDAR SINGH,M,35,ST,SUCI,1915,2,1917,217375,194260
223,Keshiary,BALAI CHANDRA NAYEK,M,43,ST,IND,1424,2,1426,217375,194260
223,Keshiary,GOPEN SING,M,25,ST,IND,789,0,789,217375,194260
224,Kharagpur sadar,DILIP KUMAR GHOSH,M,52,GEN,BJP,61412,34,61446,218231,156386
224,Kharagpur sadar,GYAN SINGH SOHANPAL,M,91,GEN,INC,55093,44,55137,218231,156386
224,Kharagpur sadar,TEWARY RAMA PRASAD,M,61,GEN,AITC,34061,25,34086,218231,156386
224,Kharagpur sadar,None of the Above,NOTA,2391,1,2392,218231,156386
224,Kharagpur sadar,SURANJAN MAHAPATRA,M,47,GEN,SUCI,1308,0,1308,218231,156386
224,Kharagpur sadar,SK ASGAR ALI,M,63,GEN,BSP,1058,0,1058,218231,156386
224,Kharagpur sadar,MATA PRASAD GUPTA,M,61,GEN,IND,959,0,959,218231,156386
225,Narayangarh,PRODYUT KUMAR GHOSH,M,61,GEN,AITC,99173,138,99311,221324,201065
225,Narayangarh,SURJYAKANTA MISHRA,M,66,GEN,CPM,85383,339,85722,221324,201065
225,Narayangarh,KRISHNA PRASAD ROY,M,56,GEN,BJP,10259,3,10262,221324,201065
225,Narayangarh,SURYA PRADHAN,M,61,GEN,SUCI,3981,3,3984,221324,201065
225,Narayangarh,None of the Above,NOTA,1785,1,1786,221324,201065
226,SABANG,MANAS RANJAN BHUNIA,M,64,GEN,INC,126606,381,126987,241645,214392
226,SABANG,NIRMAL GHOSH,M,59,GEN,AITC,77627,193,77820,241645,214392
226,SABANG,KASHINATH BASU,M,47,GEN,BJP,5609,1,5610,241645,214392
226,SABANG,DINESH MAIKAP,M,43,GEN,SUCI,2484,2,2486,241645,214392
226,SABANG,None of the Above,NOTA,1487,2,1489,241645,214392
227,Pingla,SAUMEN KUMAR MAHAPATRA,M,61,GEN,AITC,104312,104,104416,229666,207259
227,Pingla,PRABODH CHANDRA SINHA,M,78,GEN,DSP(P),80044,154,80198,229666,207259
227,Pingla,ANTARA BHATTACHARYYA,F,42,GEN,BJP,16651,14,16665,229666,207259
227,Pingla,RANJIT BANKURA,M,56,GEN,SUCI,2387,1,2388,229666,207259
227,Pingla,None of the Above,NOTA,2115,3,2118,229666,207259
227,Pingla,KARTIK CHANDRA DOLAI,M,46,GEN,IND,1474,0,1474,229666,207259
228,Kharagpur,DINEN ROY,M,60,GEN,AITC,85294,336,85630,199151,176797
228,Kharagpur,SK SAJAHAN ALI,M,44,GEN,CPM,66364,167,66531,199151,176797
228,Kharagpur,GOUTAM BHATTACHARJEE,M,47,GEN,BJP,17465,257,17722,199151,176797
228,Kharagpur,None of the Above,NOTA,2456,5,2461,199151,176797
228,Kharagpur,MANIK CHANDRA PORIA,M,44,SC,SUCI,2400,2,2402,199151,176797
228,Kharagpur,SEKH ANUWAR,M,28,GEN,IND,2051,0,2051,199151,176797
229,Debra,SELIMA KHATUN (BIBI),F,34,GEN,AITC,90581,192,90773,212374,189271
229,Debra,JAHANGIR KARIM SK,M,60,GEN,CPM,78640,225,78865,212374,189271
229,Debra,SUKUMAR BHUNIA,M,62,GEN,BJP,15409,19,15428,212374,189271
229,Debra,None of the Above,NOTA,2528,10,2538,212374,189271
229,Debra,DIPANKAR MAITY,M,44,GEN,SUCI,1664,3,1667,212374,189271
230,Daspur,MAMATA BHUNIA,F,55,GEN,AITC,113283,320,113603,274343,215096
230,Daspur,SWAPAN SANTRA,M,58,GEN,CPM,84375,489,84864,274343,215096
230,Daspur,DIPAK KUMAR PRAMANIK,M,59,GEN,BJP,12614,12,12626,274343,215096
230,Daspur,None of the Above,NOTA,2101,3,2104,274343,215096
230,Daspur,MADHUSUDAN MANNA,M,73,GEN,SUCI,1898,1,1899,274343,215096
231,Ghatal,SHANKAR DOLAI,M,58,SC,AITC,107401,281,107682,257163,216371
231,Ghatal,KAMAL CHANDRA DOLUI,M,42,SC,CPM,87673,530,88203,257163,216371
231,Ghatal,ANJUSHREE DOLUI,F,50,SC,BJP,10453,15,10468,257163,216371
231,Ghatal,TANMOY DOLUI,M,35,SC,IND,5156,8,5164,257163,216371
231,Ghatal,ANJAN JANA,M,53,SC,SUCI,2564,0,2564,257163,216371
231,Ghatal,None of the Above,NOTA,2278,12,2290,257163,216371
232,Chandrakona,CHHAYA DOLAI,F,33,SC,AITC,117005,167,117172,250320,225151
232,Chandrakona,SANTINATH BODHUK,M,58,SC,CPM,78518,273,78791,250320,225151
232,Chandrakona,BILASH DOLUI,M,33,SC,BJP,20489,21,20510,250320,225151
