ac_no,ac_name,STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
10,Detailed Results,West Bengal,74,Nowda,9 SAHIDUL ISLAM (KALU),MALE,60,GENERAL,SUCI,Battery Torch,350,2,352,0.17,247688
10,Detailed Results,West Bengal,74,Nowda,10 MOSARROF HOSSAIN,MALE,38,GENERAL,IND,Tennis Racket & Ball,252,2,254,0.13,247688
10,Detailed Results,TURN OUT,,,,TOTAL:,201272,1077,202349,81.7,,,,,
10,Detailed Results,West Bengal,75,Domkal,1 JAFIKUL ISLAM,MALE,45,GENERAL,AITC,Flowers and Grass,127173,498,127671,56.45,266283
10,Detailed Results,West Bengal,75,Domkal,2 MD. MOSTAFIJUR RAHAMAN (RANA),MALE,41,GENERAL,CPI(M),"Hammer, Sickle and Star",79968,474,80442,35.57,266283
10,Detailed Results,West Bengal,75,Domkal,3 BIYAMMA MONDAL (RUBIA),FEMALE,39,GENERAL,BJP,Lotus,12247,101,12348,5.46,266283
10,Detailed Results,West Bengal,75,Domkal,4 NOTA,NOTA,NOTA,2413,6,2419,1.07,266283,,,
10,Detailed Results,West Bengal,75,Domkal,5 IMAN ALI BISWAS,MALE,74,GENERAL,IND,BUCKET,729,0,729,0.32,266283
10,Detailed Results,West Bengal,75,Domkal,6 AMIR SOHAIL,MALE,27,GENERAL,JSTDVPMTP,Battery torch,678,1,679,0.3,266283
10,Detailed Results,West Bengal,75,Domkal,7 MD JEWEL MONDAL,MALE,29,GENERAL,IND,CHESS BOARD,611,1,612,0.27,266283
10,Detailed Results,West Bengal,75,Domkal,8 HIKMAT ALI,MALE,61,GENERAL,IUML,Ladder,518,3,521,0.23,266283
10,Detailed Results,West Bengal,75,Domkal,9 AYENUL HAQUE,MALE,54,GENERAL,IND,Basket containing Fruits,469,0,469,0.21,266283
10,Detailed Results,West Bengal,75,Domkal,10 SAMSUZZAMAN(KAJAL),MALE,54,GENERAL,SUCI,Saw,291,2,293,0.13,266283
10,Detailed Results,TURN OUT,,,,TOTAL:,225097,1086,226183,84.94,,,,,
10,Detailed Results,West Bengal,76,Jalangi,1 ABDUR RAZZAK,MALE,63,GENERAL,AITC,Flowers and Grass,123096,744,123840,55.74,261258
10,Detailed Results,West Bengal,76,Jalangi,2 SAIFUL ISLAM MOLLA,MALE,65,GENERAL,CPI(M),"Hammer, Sickle and Star",44224,340,44564,20.06,261258
10,Detailed Results,West Bengal,76,Jalangi,3 CHANDAN MANDAL,MALE,49,GENERAL,BJP,Lotus,43395,378,43773,19.7,261258
10,Detailed Results,West Bengal,76,Jalangi,4 RAFIKA SULTANA,FEMALE,27,GENERAL,IND,Table,4172,17,4189,1.89,261258
10,Detailed Results,West Bengal,76,Jalangi,5 NOTA,NOTA,NOTA,2540,11,2551,1.15,261258,,,
10,Detailed Results,West Bengal,76,Jalangi,6 ALSOKUAT JAMAN,MALE,34,GENERAL,AIMIM,Kite,1327,11,1338,0.6,261258
10,Detailed Results,West Bengal,76,Jalangi,7 NABENDU KUMAR MONDAL,MALE,50,GENERAL,IND,Gramophone,726,3,729,0.33,261258
10,Detailed Results,West Bengal,76,Jalangi,8 SUBIR KUMAR SARKAR,MALE,46,SC,AMB,Boat with Man and Sail,381,7,388,0.17,261258
10,Detailed Results,West Bengal,76,Jalangi,9 MD. ABDUL HAMID,MALE,62,GENERAL,BMUP,Cot,277,0,277,0.12,261258
10,Detailed Results,West Bengal,76,Jalangi,10 ENAMUL HAQUE,MALE,60,GENERAL,SUCI,Battery torch,261,3,264,0.12,261258
10,Detailed Results,West Bengal,76,Jalangi,11 SARIFUL MANDAL,MALE,33,GENERAL,JSTDVPMTP,Gas Cylinder,253,1,254,0.11,261258
10,Detailed Results,TURN OUT,,,,TOTAL:,220652,1515,222167,85.04,,,,,
10,Detailed Results,West Bengal,77,Karimpur,1 Bimalendu Sinha Roy,MALE,63,GENERAL,AITC,Flowers and Grass,108966,1945,110911,50.07,251039
10,Detailed Results,West Bengal,77,Karimpur,2 Samarendranath Ghosh,MALE,49,GENERAL,BJP,Lotus,85825,1511,87336,39.43,251039
10,Detailed Results,West Bengal,77,Karimpur,3 Prabhas Majumdar,MALE,52,GENERAL,CPI(M),"Hammer, Sickle and Star",16885,300,17185,7.76,251039
10,Detailed Results,West Bengal,77,Karimpur,4 Dhanapati Mondal,MALE,66,GENERAL,SUCI,Battery torch,1460,9,1469,0.66,251039
10,Detailed Results,West Bengal,77,Karimpur,5 NOTA,NOTA,NOTA,1316,12,1328,0.6,251039,,,
10,Detailed Results,West Bengal,77,Karimpur,6 Premananda Mandal,MALE,27,GENERAL,IND,Helicopter,1306,4,1310,0.59,251039
10,Detailed Results,West Bengal,77,Karimpur,7 Jitendranath Halder,MALE,70,SC,BSP,Elephant,1261,11,1272,0.57,251039
10,Detailed Results,West Bengal,77,Karimpur,8 Mousumi Saha Mandal,FEMALE,39,SC,IND,Cauliflower,694,1,695,0.31,251039
10,Detailed Results,TURN OUT,,,,TOTAL:,217713,3793,221506,88.24,,,,,
10,Detailed Results,West Bengal,78,Tehatta,1 Tapas Kumar Saha,MALE,61,GENERAL,AITC,Flowers and Grass,96249,1599,97848,44.86,252454
10,Detailed Results,West Bengal,78,Tehatta,2 Ashutosh Paul,MALE,59,GENERAL,BJP,Lotus,89503,1430,90933,41.69,252454
10,Detailed Results,West Bengal,78,Tehatta,3 Subodh Chandra Biswas,MALE,56,GENERAL,CPI(M),"Hammer, Sickle and Star",22905,334,23239,10.65,252454
10,Detailed Results,West Bengal,78,Tehatta,4 Tarak Nath Biswas,MALE,52,SC,BSP,Elephant,1846,30,1876,0.86,252454
10,Detailed Results,West Bengal,78,Tehatta,5 NOTA,NOTA,NOTA,1726,10,1736,0.8,252454,,,
10,Detailed Results,West Bengal,78,Tehatta,6 Rabindranath Halder,MALE,43,SC,IND,Camera,1437,2,1439,0.66,252454
10,Detailed Results,West Bengal,78,Tehatta,7 Surya Biswas,MALE,33,SC,PMPT,Batsman,632,6,638,0.29,252454
10,Detailed Results,West Bengal,78,Tehatta,8 Chiranjit Sardar,MALE,32,SC,IND,FLUTE,395,5,400,0.18,252454
10,Detailed Results,TURN OUT,,,,TOTAL:,214693,3416,218109,86.4,,,,,
10,Detailed Results,West Bengal,79,Palashipara,1 Dr. Manik Bhattacharya,MALE,66,GENERAL,AITC,Flowers and Grass,108872,1402,110274,54.22,244867
10,Detailed Results,West Bengal,79,Palashipara,2 Bibhash Chandra Mandal,MALE,54,GENERAL,BJP,Lotus,58144,794,58938,28.98,244867
10,Detailed Results,West Bengal,79,Palashipara,3 S.M. Sadi,MALE,61,GENERAL,CPI(M),"Hammer, Sickle and Star",25861,367,26228,12.9,244867
10,Detailed Results,West Bengal,79,Palashipara,4 Maniruzzaman Mondal,MALE,48,GENERAL,SUCI,Battery torch,1678,18,1696,0.83,244867
10,Detailed Results,West Bengal,79,Palashipara,5 Ratikanta Thakur,MALE,43,SC,BSP,Elephant,1677,13,1690,0.83,244867
10,Detailed Results,West Bengal,79,Palashipara,6 Ramesh Barman,MALE,48,SC,IND,Helicopter,1688,0,1688,0.83,244867
10,Detailed Results,West Bengal,79,Palashipara,7 NOTA,NOTA,NOTA,1649,5,1654,0.81,244867,,,
10,Detailed Results,West Bengal,79,Palashipara,8 Bijoy Dutta,MALE,54,GENERAL,IND,Football,916,0,916,0.45,244867
10,Detailed Results,West Bengal,79,Palashipara,9 Panchanan Mandal,MALE,40,GENERAL,IND,Bat,300,1,301,0.15,244867
10,Detailed Results,TURN OUT,,,,TOTAL:,200785,2600,203385,83.06,,,,,
10,Detailed Results,West Bengal,80,Kaliganj,1 NASIRUDDIN AHAMED (LAL),MALE,67,GENERAL,AITC,Flowers and Grass,109917,1779,111696,53.35,248358
10,Detailed Results,West Bengal,80,Kaliganj,2 ABHIJIT GHOSH,MALE,45,GENERAL,BJP,Lotus,63629,1080,64709,30.91,248358
10,Detailed Results,West Bengal,80,Kaliganj,3 ABUL KASHEM,MALE,52,GENERAL,INC,Hand,24771,305,25076,11.98,248358
10,Detailed Results,West Bengal,80,Kaliganj,4 NOTA,NOTA,NOTA,2044,7,2051,0.98,248358,,,
10,Detailed Results,West Bengal,80,Kaliganj,5 ABHIJIT GHOSH,MALE,26,GENERAL,IND,Cauliflower,1683,4,1687,0.81,248358
10,Detailed Results,West Bengal,80,Kaliganj,6 SUJATA MANDAL,FEMALE,36,SC,BSP,Elephant,1556,11,1567,0.75,248358
10,Detailed Results,West Bengal,80,Kaliganj,7 JAYANTA DAS,MALE,43,GENERAL,BNARP,Ganna Kisan,980,2,982,0.47,248358
10,Detailed Results,West Bengal,80,Kaliganj,8 MOHIUDDIN MONDAL,MALE,57,GENERAL,SUCI,Battery torch,877,2,879,0.42,248358
10,Detailed Results,West Bengal,80,Kaliganj,9 KABIL UDDIN SHAIKH,MALE,50,GENERAL,IND,Truck,732,0,732,0.35,248358
10,Detailed Results,TURN OUT,,,,TOTAL:,206189,3190,209379,84.31,,,,,
10,Detailed Results,West Bengal,81,Nakashipara,1 Kallol Khan,MALE,67,GENERAL,AITC,Flowers and Grass,103666,1146,104812,50.01,247691
10,Detailed Results,West Bengal,81,Nakashipara,2 Santanu Dey,MALE,51,GENERAL,BJP,Lotus,82258,1283,83541,39.86,247691
10,Detailed Results,West Bengal,81,Nakashipara,3 Tanmay Ganguli,MALE,51,GENERAL,IND,Football,11194,83,11277,5.38,247691
10,Detailed Results,West Bengal,81,Nakashipara,4 Sukla Saha,FEMALE,54,GENERAL,CPI(M),"Hammer, Sickle and Star",5254,111,5365,2.56,247691
10,Detailed Results,West Bengal,81,Nakashipara,5 NOTA,NOTA,NOTA,1135,11,1146,0.55,247691,,,
10,Detailed Results,West Bengal,81,Nakashipara,6 Amal Chandra Sarkar,MALE,55,SC,BSP,Elephant,1074,6,1080,0.52,247691
10,Detailed Results,West Bengal,81,Nakashipara,7 Krishnapada Pramanik,MALE,65,GENERAL,CPI(ML)(L),Flag with Three Stars,1020,3,1023,0.49,247691
10,Detailed Results,West Bengal,81,Nakashipara,8 Swapan Mondal,MALE,61,SC,AMB,Boat with Man and Sail,1003,0,1003,0.48,247691
10,Detailed Results,West Bengal,81,Nakashipara,9 Krishnachandra Debnath,MALE,72,GENERAL,SUCI,Battery torch,322,1,323,0.15,247691
10,Detailed Results,TURN OUT,,,,TOTAL:,206926,2644,209570,84.61,,,,,
10,Detailed Results,West Bengal,82,Chapra,1 RUKBANUR RAHMAN,MALE,52,GENERAL,AITC,Flowers and Grass,73187,679,73866,34.65,248014
10,Detailed Results,West Bengal,82,Chapra,2 JEBER SEKH,MALE,43,GENERAL,IND,Football,61063,685,61748,28.97,248014
10,Detailed Results,West Bengal,82,Chapra,3 KALYAN KUMAR NANDI,MALE,61,GENERAL,BJP,Lotus,57380,788,58168,27.29,248014
10,Detailed Results,West Bengal,82,Chapra,4 JAHANGIR BISWAS (RAJU),MALE,36,GENERAL,CPI(M),"Hammer, Sickle and Star",11542,180,11722,5.5,248014
10,Detailed Results,West Bengal,82,Chapra,5 KANCHAN MAITRA,MALE,60,GENERAL,RSSCMJP,Envelope,3848,17,3865,1.81,248014
10,Detailed Results,West Bengal,82,Chapra,6 NOTA,NOTA,NOTA,2016,7,2023,0.95,248014,,,
10,Detailed Results,West Bengal,82,Chapra,7 ROKIBUL HOSSAIN MOLLA,MALE,25,GENERAL,BSP,Elephant,1064,6,1070,0.5,248014
10,Detailed Results,West Bengal,82,Chapra,8 MOZAMMEL HOSSAIN MONDAL,MALE,37,GENERAL,SUCI,Battery torch,713,0,713,0.33,248014
10,Detailed Results,TURN OUT,,,,TOTAL:,210813,2362,213175,85.95,,,,,
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,1 MUKUL ROY,MALE,67,GENERAL,BJP,Lotus,107492,1865,109357,54.19,238220
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,2 KOUSHANI MUKHERJEE,FEMALE,28,GENERAL,AITC,Flowers and Grass,73153,1115,74268,36.8,238220
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,3 SILVI SAHA,FEMALE,42,GENERAL,INC,Hand,11108,299,11407,5.65,238220
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,4 NOTA,NOTA,NOTA,1823,28,1851,0.92,238220,,,
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,5 DIPIKA PRAMANIK,FEMALE,28,GENERAL,PMPT,Batsman,1455,5,1460,0.72,238220
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,6 SADHAN KUMAR MANDAL,MALE,49,SC,IND,Cauliflower,1370,7,1377,0.68,238220
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,7 ASHOKE CHANDRA DAS,MALE,48,SC,BSP,Elephant,1344,14,1358,0.67,238220
10,Detailed Results,West Bengal,83,Krishnanagar Uttar,8 JOYDIP CHAUDHURI,MALE,61,GENERAL,SUCI,Battery torch,719,8,727,0.36,238220
10,Detailed Results,TURN OUT,,,,TOTAL:,198464,3341,201805,84.71,,,,,
10,Detailed Results,West Bengal,84,Nabadwip,1 PUNDARIKAKSHYA SAHA,MALE,66,GENERAL,AITC,Flowers and Grass,100661,1509,102170,48.52,243159
10,Detailed Results,West Bengal,84,Nabadwip,2 SIDHARTHA SHANKAR NASKAR,MALE,51,SC,BJP,Lotus,82626,973,83599,39.7,243159
10,Detailed Results,West Bengal,84,Nabadwip,3 SWARNENDU SINHA,MALE,36,GENERAL,CPI(M),"Hammer, Sickle and Star",18218,322,18540,8.8,243159
10,Detailed Results,West Bengal,84,Nabadwip,4 NOTA,NOTA,NOTA,2331,13,2344,1.11,243159,,,
10,Detailed Results,West Bengal,84,Nabadwip,5 RAJNATH SARKAR,MALE,65,SC,BSP,Elephant,1611,6,1617,0.77,243159
10,Detailed Results,West Bengal,84,Nabadwip,6 SOUMEN SAHA,MALE,39,GENERAL,IND,DIAMOND,1177,6,1183,0.56,243159
10,Detailed Results,West Bengal,84,Nabadwip,7 RAMKRISHNA HALDER,MALE,26,SC,LJP,Bungalow,1131,5,1136,0.54,243159
10,Detailed Results,TURN OUT,,,,TOTAL:,207755,2834,210589,86.61,,,,,
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,1 UJJAL BISWAS,MALE,67,GENERAL,AITC,Flowers and Grass,90842,896,91738,46.88,225118
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,2 MAHADEV SARKAR,MALE,51,SC,BJP,Lotus,81609,824,82433,42.13,225118
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,3 BISWAS SUMIT,MALE,45,GENERAL,CPI(M),"Hammer, Sickle and Star",15414,192,15606,7.98,225118
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,4 NOTA,NOTA,NOTA,2156,9,2165,1.11,225118,,,
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,5 SWAPAN KUMAR SARKAR,MALE,45,SC,BSP,Elephant,1214,3,1217,0.62,225118
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,6 ANANDA MODAK,MALE,66,GENERAL,IND,Cauliflower,1072,4,1076,0.55,225118
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,7 SANTU BHATTACHARYA,MALE,45,GENERAL,CPI(ML)(L),Flag with Three Stars,865,3,868,0.44,225118
10,Detailed Results,West Bengal,85,Krishnanagar Dakshin,8 DEBASISH MAJHI,MALE,28,SC,IND,Pineapple,582,0,582,0.3,225118
10,Detailed Results,TURN OUT,,,,TOTAL:,193754,1931,195685,86.93,,,,,
10,Detailed Results,West Bengal,86,Santipur,1 JAGANNATH SARKAR,MALE,58,SC,BJP,Lotus,108638,1084,109722,49.94,255619
10,Detailed Results,West Bengal,86,Santipur,2 AJOY DEY,MALE,68,GENERAL,AITC,Flowers and Grass,92715,1129,93844,42.72,255619
10,Detailed Results,West Bengal,86,Santipur,3 RITZU GHOSAL,MALE,45,GENERAL,INC,Hand,9725,123,9848,4.48,255619
10,Detailed Results,West Bengal,86,Santipur,4 NOTA,NOTA,NOTA,2364,21,2385,1.09,255619,,,
10,Detailed Results,West Bengal,86,Santipur,5 PROFULLA KUMAR ROY,MALE,47,SC,BSP,Elephant,1288,6,1294,0.59,255619
10,Detailed Results,West Bengal,86,Santipur,6 SUKDEB BISWAS,MALE,53,SC,PMPT,Batsman,1095,4,1099,0.5,255619
10,Detailed Results,West Bengal,86,Santipur,7 SUFAL SARKAR,MALE,44,GENERAL,JASP,Tea Filter,885,7,892,0.41,255619
10,Detailed Results,West Bengal,86,Santipur,8 NADIA CHAND BISWAS,MALE,36,SC,SUCI,Battery torch,599,9,608,0.28,255619
10,Detailed Results,TURN OUT,,,,TOTAL:,217309,2383,219692,85.95,,,,,
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,1 PARTHASARATHI CHATTERJEE,MALE,67,GENERAL,BJP,Lotus,112413,1224,113637,50.91,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,2 SANKAR SINGHA,MALE,70,GENERAL,AITC,Flowers and Grass,89503,1006,90509,40.55,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,3 BIJAYENDU BISWAS (HABU),MALE,62,GENERAL,INC,Hand,10134,211,10345,4.64,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,4 NOTA,NOTA,NOTA,2216,42,2258,1.01,265846,,,
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,5 AMAL SARKAR,MALE,41,SC,BSP,Elephant,1299,13,1312,0.59,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,6 RATAN MALAKAR,MALE,32,GENERAL,IND,DIAMOND,1157,3,1160,0.52,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,7 RABINDRA NATH BISWAS,MALE,74,GENERAL,IND,Football,1125,8,1133,0.51,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,8 ALPANA BANDYOPADHYAY,FEMALE,58,GENERAL,IND,Balloon,1064,6,1070,0.48,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,9 APARNA GUHA,FEMALE,53,GENERAL,SUCI,Battery torch,1062,6,1068,0.48,265846
10,Detailed Results,West Bengal,87,Ranaghat Uttar Paschim,10 SOURAV CHAKRABORTY,MALE,38,GENERAL,SP(I),Hat,701,0,701,0.31,265846
10,Detailed Results,TURN OUT,,,,TOTAL:,220674,2519,223193,83.96,,,,,
10,Detailed Results,West Bengal,88,Krishnaganj,1 ASHIS KUMAR BISWAS,MALE,54,SC,BJP,Lotus,116397,1271,117668,50.73,273728
10,Detailed Results,West Bengal,88,Krishnaganj,2 DR. TAPAS MANDAL,MALE,49,SC,AITC,Flowers and Grass,95406,985,96391,41.56,273728
10,Detailed Results,West Bengal,88,Krishnaganj,3 JHUNU BAIDYA,FEMALE,30,SC,CPI(M),"Hammer, Sickle and Star",10761,152,10913,4.71,273728
10,Detailed Results,West Bengal,88,Krishnaganj,4 NOTA,NOTA,NOTA,2091,8,2099,0.9,273728,,,
10,Detailed Results,West Bengal,88,Krishnaganj,5 DIPALI BISWAS,FEMALE,37,SC,BSP,Elephant,1781,20,1801,0.78,273728
10,Detailed Results,West Bengal,88,Krishnaganj,6 SANAND ADHIKARY,MALE,31,SC,PMPT,Batsman,1379,1,1380,0.59,273728
10,Detailed Results,West Bengal,88,Krishnaganj,7 ASHIS BISWAS,MALE,49,SC,IND,Cauliflower,832,3,835,0.36,273728
10,Detailed Results,West Bengal,88,Krishnaganj,8 ASIT BARAN BISWAS,MALE,60,SC,SUCI,Battery torch,481,3,484,0.21,273728
10,Detailed Results,West Bengal,88,Krishnaganj,9 ANUP KUMAR MONDAL,MALE,38,SC,NDPOI,Envelope,365,2,367,0.16,273728
10,Detailed Results,TURN OUT,,,,TOTAL:,229493,2445,231938,84.73,,,,,
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,1 ASHIM BISWAS,MALE,45,SC,BJP,Lotus,115665,1121,116786,54.39,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,2 SAMIR KUMAR PODDAR,MALE,58,SC,AITC,Flowers and Grass,84146,858,85004,39.59,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,3 DINESH CHANDRA BISWAS,MALE,61,SC,RSSCMJP,Envelope,5115,89,5204,2.42,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,4 NOTA,NOTA,NOTA,2339,20,2359,1.1,264929,,,
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,5 SANJIT KUMAR MANDAL,MALE,41,SC,BSP,Elephant,2087,30,2117,0.99,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,6 APURBA LAL ROY,MALE,45,SC,IND,Cauliflower,1224,4,1228,0.57,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,7 KAMAL SARKAR,MALE,39,SC,IND,DIAMOND,1060,5,1065,0.5,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,8 SAMIR KUMAR BISWAS,MALE,52,SC,BMUP,Cot,486,2,488,0.23,264929
10,Detailed Results,West Bengal,89,Ranaghat Uttar Purba,9 SWADHIN BISWAS,MALE,26,SC,PMPT,Batsman,482,3,485,0.23,264929
10,Detailed Results,TURN OUT,,,,TOTAL:,212604,2132,214736,81.05,,,,,
10,Detailed Results,West Bengal,90,Ranaghat Dakshin,1 MUKUT MANI ADHIKARI,MALE,31,SC,BJP,Lotus,118374,886,119260,49.34,285180
10,Detailed Results,West Bengal,90,Ranaghat Dakshin,2 BARNALI DEY ROY,FEMALE,41,SC,AITC,Flowers and Grass,101882,863,102745,42.51,285180
10,Detailed Results,West Bengal,90,Ranaghat Dakshin,3 RAMA BISWAS,FEMALE,61,SC,CPI(M),"Hammer, Sickle and Star",14921,203,15124,6.26,285180
10,Detailed Results,West Bengal,90,Ranaghat Dakshin,4 PRASANTA BISWAS,MALE,56,SC,BSP,Elephant,1654,12,1666,0.69,285180
10,Detailed Results,West Bengal,90,Ranaghat Dakshin,5 NOTA,NOTA,NOTA,1561,16,1577,0.65,285180,,,
10,Detailed Results,West Bengal,90,Ranaghat Dakshin,6 NANIGOPAL MISTRI,MALE,39,SC,SUCI,Battery torch,1313,2,1315,0.54,285180
10,Detailed Results,TURN OUT,,,,TOTAL:,239705,1982,241687,84.75,,,,,
10,Detailed Results,West Bengal,91,Chakdaha,1 Bankim Chandra Ghosh,MALE,62,GENERAL,BJP,Lotus,97955,1413,99368,46.86,245514
10,Detailed Results,West Bengal,91,Chakdaha,2 Subhankar Singha (Jishu),MALE,42,GENERAL,AITC,Flowers and Grass,86105,1583,87688,41.35,245514
10,Detailed Results,West Bengal,91,Chakdaha,3 Narayan Das Gupta,MALE,57,GENERAL,CPI(M),"Hammer, Sickle and Star",17401,411,17812,8.4,245514
10,Detailed Results,West Bengal,91,Chakdaha,4 Bidhan Ghosh,MALE,37,GENERAL,BNARP,Ganna Kisan,1670,13,1683,0.79,245514
10,Detailed Results,West Bengal,91,Chakdaha,5 NOTA,NOTA,NOTA,1475,12,1487,0.7,245514,,,
10,Detailed Results,West Bengal,91,Chakdaha,6 Tapan Biswas,MALE,33,GENERAL,IND,Auto- Rickshaw,1362,8,1370,0.65,245514
10,Detailed Results,West Bengal,91,Chakdaha,7 Ashoke Kumar Das,MALE,42,SC,IND,Balloon,1182,11,1193,0.56,245514
10,Detailed Results,West Bengal,91,Chakdaha,8 Arun Majumdar,MALE,42,SC,BSP,Elephant,976,19,995,0.47,245514
10,Detailed Results,West Bengal,91,Chakdaha,9 Bhowmick Koushik,MALE,37,GENERAL,IND,Binoculars,465,3,468,0.22,245514
10,Detailed Results,TURN OUT,,,,TOTAL:,208591,3473,212064,86.38,,,,,
10,Detailed Results,West Bengal,92,Kalyani,1 AMBIKA ROY,MALE,48,SC,BJP,Lotus,95995,1031,97026,44.04,257683
10,Detailed Results,West Bengal,92,Kalyani,2 ANIRUDDHA BISWAS,MALE,37,SC,AITC,Flowers and Grass,93421,1399,94820,43.03,257683
10,Detailed Results,West Bengal,92,Kalyani,3 SABUJ DAS,MALE,32,SC,CPI(M),"Hammer, Sickle and Star",21562,603,22165,10.06,257683
10,Detailed Results,West Bengal,92,Kalyani,4 NOTA,NOTA,NOTA,2556,21,2577,1.17,257683,,,
10,Detailed Results,West Bengal,92,Kalyani,5 GOUTAM MALO,MALE,37,SC,BSP,Elephant,1631,30,1661,0.75,257683
10,Detailed Results,West Bengal,92,Kalyani,6 AMIT KUMAR DAS,MALE,35,SC,IND,Bat,955,2,957,0.43,257683
10,Detailed Results,West Bengal,92,Kalyani,7 SANGRAM BISWAS,MALE,26,SC,PDS,Football,669,4,673,0.31,257683
10,Detailed Results,West Bengal,92,Kalyani,8 AGNIV HIRA,MALE,26,SC,IND,Batsman,456,3,459,0.21,257683
10,Detailed Results,TURN OUT,,,,TOTAL:,217245,3093,220338,85.51,,,,,
10,Detailed Results,West Bengal,93,Haringhata,1 ASIM KUMAR SARKAR,MALE,60,SC,BJP,Lotus,96970,696,97666,46.31,240606
10,Detailed Results,West Bengal,93,Haringhata,2 NILIMA NAG (MALLICK),FEMALE,62,SC,AITC,Flowers and Grass,81686,780,82466,39.11,240606
10,Detailed Results,West Bengal,93,Haringhata,3 ALAKESH DAS,MALE,57,SC,CPI(M),"Hammer, Sickle and Star",24635,165,24800,11.76,240606
10,Detailed Results,West Bengal,93,Haringhata,4 NOTA,NOTA,NOTA,1420,7,1427,0.68,240606,,,
10,Detailed Results,West Bengal,93,Haringhata,5 NAYAN HALDER,MALE,28,SC,IND,Balloon,1154,2,1156,0.55,240606
10,Detailed Results,West Bengal,93,Haringhata,6 SAMIR BISWAS,MALE,42,SC,BSP,Elephant,1153,0,1153,0.55,240606
10,Detailed Results,West Bengal,93,Haringhata,7 SHIBU DAS,MALE,34,SC,IND,Pineapple,980,0,980,0.46,240606
10,Detailed Results,West Bengal,93,Haringhata,8 HARISH CHANDRA BISWAS,MALE,53,SC,PMPT,Batsman,444,2,446,0.21,240606
10,Detailed Results,West Bengal,93,Haringhata,9 Biplab Chandra Das,MALE,42,SC,SUCI,Battery torch,403,1,404,0.19,240606
10,Detailed Results,West Bengal,93,Haringhata,10 MADHAB BISWAS,MALE,60,SC,PDS,Football,376,0,376,0.18,240606
10,Detailed Results,TURN OUT,,,,TOTAL:,209221,1653,210874,87.64,,,,,
10,Detailed Results,West Bengal,94,Bagda,1 Biswajit Das,MALE,54,SC,BJP,Lotus,107242,869,108111,49.41,277464
10,Detailed Results,West Bengal,94,Bagda,2 Paritosh Kumar Saha,MALE,57,SC,AITC,Flowers and Grass,97335,984,98319,44.94,277464
10,Detailed Results,West Bengal,94,Bagda,3 Kirttaniya Prabir (Bapi),MALE,43,SC,INC,Hand,8099,151,8250,3.77,277464
10,Detailed Results,West Bengal,94,Bagda,4 Santosh Biswas,MALE,47,SC,BSP,Elephant,2229,11,2240,1.02,277464
10,Detailed Results,West Bengal,94,Bagda,5 NOTA,NOTA,NOTA,1012,8,1020,0.47,277464,,,
10,Detailed Results,West Bengal,94,Bagda,6 Pradip Kumar Biswas,MALE,53,SC,IND,Pen Stand,848,3,851,0.39,277464
10,Detailed Results,TURN OUT,,,,TOTAL:,216765,2026,218791,78.85,,,,,
10,Detailed Results,West Bengal,95,Bangaon Uttar,1 ASHOK KIRTANIA,MALE,47,SC,BJP,Lotus,96676,1085,97761,47.65,251387
10,Detailed Results,West Bengal,95,Bangaon Uttar,2 SHYAMAL ROY,MALE,68,SC,AITC,Flowers and Grass,86403,870,87273,42.54,251387
